GISJOIN,YEAR,STUSAB,STATE,STATEA,COUNTY,GEOID,TotalPopulaton,White,Black,AIAN,Asian,NHPI,Other,TwoOrMore,NotHispanicOrLatino,HispanicOrLatino,TotalPopulation25Over,NoSchooling,EarlyChildhoodEducation,HighSchool,SomeCollege,Associates,Bachelors,TotalHouseholds,LimitedEnglishSpeaking,NotLimitedEnglishSpeaking,MedianIncome,HouseholdsWithElectronics,HouseholdsWithComputer,HouseholdsWithMobileDevices,HouseholdsNoComputers
G3701030,2016-2020,NC,North Carolina,37,Jones County,05000US37103,9453,6079,2790,89,35,0,143,634,8973,480,7159,119,256,3451,1714,602,1017,4069,0,4069,38324,3270,2431,2995,799
G3701050,2016-2020,NC,North Carolina,37,Lee County,05000US37105,61083,44316,11994,421,896,0,1233,4446,49322,11761,41399,569,1874,15158,10133,5182,8483,22290,801,21489,52294,19927,16502,18757,2363
G3701070,2016-2020,NC,North Carolina,37,Lenoir County,05000US37107,56350,29875,21871,113,195,50,1648,5196,51916,4434,39290,542,1918,17538,8401,4794,6097,23494,431,23063,39923,20028,14724,18444,3466
G3701090,2016-2020,NC,North Carolina,37,Lincoln County,05000US37109,84580,75047,4190,151,702,54,1619,5634,78497,6083,60879,453,1282,23798,14551,6759,14036,33621,620,33001,59592,29944,25170,28651,3677
G3701110,2016-2020,NC,North Carolina,37,McDowell County,05000US37111,45402,41218,1672,77,465,0,929,2082,42604,2798,33214,228,1242,14231,7179,4225,6109,18275,120,18155,47085,15967,12325,14788,2308
G3701130,2016-2020,NC,North Carolina,37,Macon County,05000US37113,35172,32746,522,224,329,0,892,918,32629,2543,26583,124,902,10509,6240,2459,6349,16062,126,15936,45703,13619,10911,12266,2443
G3701150,2016-2020,NC,North Carolina,37,Madison County,05000US37115,21608,20496,320,72,107,0,93,1040,21075,533,15603,329,273,6165,3003,1139,4694,8373,2,8371,46190,6848,5604,6215,1525
G3701170,2016-2020,NC,North Carolina,37,Martin County,05000US37117,22644,12132,9523,67,145,0,72,1410,21702,942,16421,313,722,7444,3542,1918,2482,9622,44,9578,39909,8173,6356,7389,1449
G3701190,2016-2020,NC,North Carolina,37,Mecklenburg County,05000US37119,1095170,568313,346514,3818,66376,426,66116,87214,948460,146710,738751,11015,23241,158485,145308,62112,338590,421950,20081,401869,69240,401923,353518,388445,20027
G3701210,2016-2020,NC,North Carolina,37,Mitchell County,05000US37121,14959,14322,21,77,28,0,102,818,14111,848,11155,158,499,4251,2708,1075,2464,6402,61,6341,48841,5315,4250,4767,1087
G3701230,2016-2020,NC,North Carolina,37,Montgomery County,05000US37123,27223,20566,4729,129,419,0,805,1150,23022,4201,19053,172,977,8968,3951,1877,3108,10265,180,10085,45147,8480,6325,7530,1785
G3701250,2016-2020,NC,North Carolina,37,Moore County,05000US37125,99263,80195,10994,782,1358,236,2209,6978,92415,6848,71976,670,1515,18933,15025,7962,27871,40575,532,40043,63324,36542,32346,33512,4033
G3701270,2016-2020,NC,North Carolina,37,Nash County,05000US37127,94287,48456,38174,583,858,27,3973,4432,87595,6692,65369,1140,2018,27941,12805,7623,13842,37371,315,37056,49949,32762,25770,30810,4609
G3701290,2016-2020,NC,North Carolina,37,New Hanover County,05000US37129,231448,186681,30436,544,3145,205,4019,12836,218251,13197,159195,948,2344,39169,33511,15993,67230,97998,1011,96987,56689,92420,82310,87996,5578
G3701310,2016-2020,NC,North Carolina,37,Northampton County,05000US37131,19672,7740,10903,100,63,0,264,1204,19205,467,14980,169,923,7536,2716,1373,2263,8424,18,8406,38969,6484,4702,5892,1940
G3701330,2016-2020,NC,North Carolina,37,Onslow County,05000US37133,198377,146790,28312,1082,3958,370,2853,30024,172894,25483,106528,769,1512,37113,30399,11619,25116,66131,602,65529,51560,62874,54830,60920,3257
G3701350,2016-2020,NC,North Carolina,37,Orange County,05000US37135,146354,110108,16364,725,11564,1,2358,10468,133981,12373,91282,875,1918,15037,11795,6112,55545,53222,1427,51795,74803,50570,46971,48625,2652
G3701370,2016-2020,NC,North Carolina,37,Pamlico County,05000US37137,12673,9671,2355,29,73,2,125,836,12162,511,9995,81,273,3753,2683,1053,2152,5506,96,5410,48531,4749,3981,4413,757
G3701390,2016-2020,NC,North Carolina,37,Pasquotank County,05000US37139,39775,22930,14334,66,466,0,270,3418,37473,2302,27220,289,721,10669,6668,2531,6342,14785,213,14572,54439,13000,10493,12177,1785
G3701410,2016-2020,NC,North Carolina,37,Pender County,05000US37141,61891,47895,8791,173,321,74,3006,3262,57370,4521,43548,477,988,15408,9745,4314,12616,22812,259,22553,60044,20989,17483,19558,1823
G3701430,2016-2020,NC,North Carolina,37,Perquimans County,05000US37143,13513,9962,3203,27,63,0,121,274,13144,369,10183,182,296,4025,2867,821,1992,5886,47,5839,51036,5076,4124,4625,810
G3701450,2016-2020,NC,North Carolina,37,Person County,05000US37145,39561,26525,10075,243,150,27,914,3254,37805,1756,28286,481,511,12522,6896,3432,4444,16153,48,16105,57323,14414,11632,13244,1739
G3701470,2016-2020,NC,North Carolina,37,Pitt County,05000US37147,179961,101118,62752,635,3227,112,6833,10568,168435,11526,110155,1545,2457,34760,22878,13166,35349,70683,1190,69493,49337,63957,54012,61298,6726
G3701490,2016-2020,NC,North Carolina,37,Polk County,05000US37149,20682,18768,996,75,153,4,301,770,19452,1230,16106,143,375,5012,3613,1698,5265,9252,75,9177,52125,8296,6972,7641,956
G3701510,2016-2020,NC,North Carolina,37,Randolph County,05000US37151,143460,120630,8855,440,1763,95,7214,8926,126721,16739,99703,1320,4725,45243,22335,10009,16071,56790,1048,55742,48984,50320,40046,47270,6470
G3701530,2016-2020,NC,North Carolina,37,Richmond County,05000US37153,44759,27065,14269,1155,458,52,619,2282,41786,2973,30577,589,1480,12462,7105,3498,5443,18201,508,17693,39051,15371,11624,14295,2830
G3701550,2016-2020,NC,North Carolina,37,Robeson County,05000US37155,131656,35898,31370,52907,769,33,7835,5688,119968,11688,85278,1166,4960,41247,17286,8649,11970,45881,869,45012,35362,37991,25051,35846,7890
G3701570,2016-2020,NC,North Carolina,37,Rockingham County,05000US37157,91051,68154,16580,473,639,16,2282,5814,85421,5630,65812,868,2513,29927,15747,6738,10019,38532,184,38348,45697,31437,25116,28567,7095
G3701590,2016-2020,NC,North Carolina,37,Rowan County,05000US37159,140978,107430,22737,802,1431,16,4079,8966,128242,12736,97428,931,3370,41155,22745,9893,19334,54137,1154,52983,51054,47918,37952,44743,6219
G3701610,2016-2020,NC,North Carolina,37,Rutherford County,05000US37161,66741,57134,6138,251,345,19,975,3758,63694,3047,48154,677,1379,20598,10725,5528,9247,27525,285,27240,43183,23305,18590,21215,4220
G3701630,2016-2020,NC,North Carolina,37,Sampson County,05000US37163,63284,38439,16115,1318,370,0,4932,4220,50619,12665,42481,832,2400,19723,9045,4349,6132,23162,791,22371,42914,19921,14651,18732,3241
G3701650,2016-2020,NC,North Carolina,37,Scotland County,05000US37165,34921,15069,13542,4217,269,9,720,2190,33795,1126,23648,244,873,11347,5269,2250,3665,12951,69,12882,35936,10355,7250,9786,2596
G3701670,2016-2020,NC,North Carolina,37,Stanly County,05000US37167,62050,51637,7206,317,1058,24,497,2622,59344,2706,43551,481,1390,17961,10461,5579,7679,23849,102,23747,54104,21229,16898,19703,2620
G3701690,2016-2020,NC,North Carolina,37,Stokes County,05000US37169,45688,42399,1810,235,175,0,446,1246,44203,1485,33691,293,1343,17056,7274,3222,4503,19608,122,19486,51668,16484,13653,14876,3124
G3701710,2016-2020,NC,North Carolina,37,Surry County,05000US37171,71904,64195,2703,239,464,125,2520,3316,64082,7822,50955,957,3447,20698,11127,5623,9103,29001,415,28586,44979,24208,19197,22135,4793
G3701730,2016-2020,NC,North Carolina,37,Swain County,05000US37173,14241,9221,95,4294,64,7,70,980,13381,860,9777,102,469,3984,2153,1051,2018,5741,32,5709,45554,4692,3515,4309,1049
G3701750,2016-2020,NC,North Carolina,37,Transylvania County,05000US37175,34039,31138,1454,130,56,1,549,1422,32908,1131,26044,154,600,8012,6048,2419,8811,14648,133,14515,51509,13213,10617,12040,1435
G3701770,2016-2020,NC,North Carolina,37,Tyrrell County,05000US37177,3978,2330,1422,24,19,0,85,196,3803,175,3050,29,117,1709,681,192,322,1652,6,1646,38250,1355,1036,1246,297
G3701790,2016-2020,NC,North Carolina,37,Union County,05000US37179,235767,187121,27297,574,7804,68,5513,14780,209241,26526,151085,2216,3675,45518,31772,13507,54397,77791,1293,76498,82557,73694,64778,70713,4097
G3701810,2016-2020,NC,North Carolina,37,Vance County,05000US37181,44614,18644,21924,499,375,0,1494,3356,41047,3567,30176,476,1090,14053,6584,2685,5288,16895,36,16859,41827,14321,10494,13309,2574
G3701830,2016-2020,NC,North Carolina,37,Wake County,05000US37183,1091662,696626,220232,3413,80059,470,43422,94880,980701,110961,731587,6092,15599,134137,121725,59034,395000,410552,10084,400468,83567,397185,362396,385028,13367
G3701850,2016-2020,NC,North Carolina,37,Warren County,05000US37185,19746,7707,9913,1119,99,31,338,1078,18985,761,14505,230,528,7150,3098,1275,2224,8122,30,8092,37476,6524,4802,5921,1598
G3701870,2016-2020,NC,North Carolina,37,Washington County,05000US37187,11788,5416,5727,53,35,0,320,474,11144,644,8240,139,668,3456,2145,774,1058,5237,22,5215,30941,3812,2595,3590,1425
G3701890,2016-2020,NC,North Carolina,37,Watauga County,05000US37189,55669,52021,958,278,649,52,705,2012,53578,2091,32681,364,829,8728,5999,2796,13965,21453,89,21364,46453,19564,17656,18579,1889
G3701910,2016-2020,NC,North Carolina,37,Wayne County,05000US37191,123785,76823,37614,324,1473,53,1716,11564,108841,14944,82408,994,4045,31880,18888,10271,16330,48198,1577,46621,47221,42483,33666,40076,5715
G3701930,2016-2020,NC,North Carolina,37,Wilkes County,05000US37193,68341,61780,2642,140,406,219,1154,4000,63826,4515,49260,633,2571,21449,11191,5528,7888,28902,223,28679,44980,24956,20255,22005,3946
G3701950,2016-2020,NC,North Carolina,37,Wilson County,05000US37195,81579,40722,32464,401,516,0,4928,5096,73002,8577,55686,858,3131,24435,11043,5065,11154,31968,643,31325,44594,26458,20750,24641,5510
G3701970,2016-2020,NC,North Carolina,37,Yadkin County,05000US37197,37589,34336,1211,125,38,22,630,2454,33391,4198,26924,309,1163,12084,6682,3211,3475,15247,308,14939,46954,13187,10488,11797,2060
G3701990,2016-2020,NC,North Carolina,37,Yancey County,05000US37199,17870,17004,114,99,53,4,169,854,16942,928,13329,133,500,5816,2945,1229,2706,7466,103,7363,44554,6153,5053,5726,1313
G3800010,2016-2020,ND,North Dakota,38,Adams County,05000US38001,2271,2162,36,9,52,0,0,24,2233,38,1618,3,40,660,366,169,380,1058,10,1048,48750,915,773,789,143
G3800030,2016-2020,ND,North Dakota,38,Barnes County,05000US38003,10592,9655,251,198,80,5,12,782,10367,225,7511,21,190,2461,1581,972,2286,5039,2,5037,60472,4524,3864,3983,515
G3800050,2016-2020,ND,North Dakota,38,Benson County,05000US38005,6860,2794,15,3696,4,5,35,622,6610,250,3973,6,145,1577,908,654,683,2265,20,2245,50329,1875,1384,1704,390
G3800070,2016-2020,ND,North Dakota,38,Billings County,05000US38007,886,886,0,0,0,0,0,0,886,0,637,0,17,276,85,92,167,366,3,363,64896,314,297,306,52
G3800090,2016-2020,ND,North Dakota,38,Bottineau County,05000US38009,6418,5948,41,256,17,0,34,244,6263,155,4466,11,81,1444,1153,658,1119,2876,3,2873,65074,2632,2330,2359,244
G3800110,2016-2020,ND,North Dakota,38,Bowman County,05000US38011,3091,3002,0,26,0,4,30,58,2925,166,2098,13,46,909,416,304,410,1323,0,1323,70521,1231,1089,1135,92
G3800130,2016-2020,ND,North Dakota,38,Burke County,05000US38013,2142,2001,16,23,33,0,8,122,2127,15,1529,7,19,497,450,225,331,950,0,950,79405,865,754,809,85
G3800150,2016-2020,ND,North Dakota,38,Burleigh County,05000US38015,95509,84736,2250,4008,739,79,427,6540,93006,2503,64456,319,1190,16532,12674,10196,23545,39805,372,39433,72974,36682,32114,34580,3123
G3800170,2016-2020,ND,North Dakota,38,Cass County,05000US38017,179937,154851,10887,1596,5850,51,1042,11320,174895,5042,114123,1001,1187,25031,23994,16370,46540,77027,1441,75586,65976,72364,64318,69336,4663
G3800190,2016-2020,ND,North Dakota,38,Cavalier County,05000US38019,3769,3535,2,53,0,0,128,102,3678,91,2702,12,88,803,812,372,615,1778,60,1718,54955,1549,1275,1402,229
G3800210,2016-2020,ND,North Dakota,38,Dickey County,05000US38021,4857,4629,33,91,0,0,27,154,4690,167,3274,5,150,965,671,576,907,2127,33,2094,64521,1913,1571,1787,214
G3800230,2016-2020,ND,North Dakota,38,Divide County,05000US38023,2289,2153,57,25,0,0,0,108,2178,111,1659,0,38,587,471,294,269,1060,0,1060,64650,969,815,899,91
G3800250,2016-2020,ND,North Dakota,38,Dunn County,05000US38025,4362,3671,72,388,51,14,55,222,4196,166,3072,63,92,1196,740,394,587,1700,100,1600,82750,1537,1241,1468,163
G3800270,2016-2020,ND,North Dakota,38,Eddy County,05000US38027,2262,2003,0,124,0,2,23,220,2216,46,1626,17,55,583,391,217,363,1046,16,1030,52895,864,713,799,182
G3800290,2016-2020,ND,North Dakota,38,Emmons County,05000US38029,3262,3170,0,22,36,0,6,56,3236,26,2425,11,158,961,558,267,470,1546,11,1535,51012,1207,1026,998,339
G3800310,2016-2020,ND,North Dakota,38,Foster County,05000US38031,3231,3083,18,44,2,14,0,140,3214,17,2297,2,65,703,507,440,580,1483,9,1474,61250,1254,1130,1160,229
G3800330,2016-2020,ND,North Dakota,38,Golden Valley County,05000US38033,1796,1644,2,38,0,0,0,224,1729,67,1327,2,23,429,367,186,320,814,0,814,72308,697,592,606,117
G3800350,2016-2020,ND,North Dakota,38,Grand Forks County,05000US38035,70243,59944,2683,1868,2001,411,1081,4510,67083,3160,41728,139,563,10354,9560,6002,15110,30779,292,30487,53721,28249,24852,26780,2530
G3800370,2016-2020,ND,North Dakota,38,Grant County,05000US38037,2318,2212,0,27,37,1,0,82,2302,16,1688,7,77,663,376,244,321,1082,6,1076,53750,899,815,769,183
G3800390,2016-2020,ND,North Dakota,38,Griggs County,05000US38039,2314,2230,0,24,0,0,0,120,2278,36,1712,4,97,521,436,183,471,1031,0,1031,53917,912,763,828,119
G3800410,2016-2020,ND,North Dakota,38,Hettinger County,05000US38041,2510,2294,11,59,0,1,44,202,2438,72,1909,5,108,761,528,209,298,1093,3,1090,59750,928,771,836,165
G3800430,2016-2020,ND,North Dakota,38,Kidder County,05000US38043,2468,2358,14,37,6,0,36,34,2349,119,1734,4,72,736,425,198,299,1123,3,1120,52063,912,785,802,211
G3800450,2016-2020,ND,North Dakota,38,LaMoure County,05000US38045,4225,4053,29,16,4,0,19,208,4134,91,2987,19,222,989,708,299,750,1869,9,1860,61477,1620,1410,1425,249
G3800470,2016-2020,ND,North Dakota,38,Logan County,05000US38047,1743,1695,0,2,1,0,12,66,1725,18,1299,9,122,438,248,200,282,812,7,805,60592,714,601,635,98
G3800490,2016-2020,ND,North Dakota,38,McHenry County,05000US38049,5825,5662,29,55,20,0,7,104,5700,125,4110,14,129,1535,939,654,839,2562,5,2557,67039,2219,1849,2034,343
G3800510,2016-2020,ND,North Dakota,38,McIntosh County,05000US38051,2535,2419,10,17,16,0,56,34,2459,76,1976,3,210,763,392,314,294,1292,18,1274,51136,1061,872,903,231
G3800530,2016-2020,ND,North Dakota,38,McKenzie County,05000US38053,13836,11396,215,1384,90,0,266,970,12577,1259,8306,10,165,3142,1909,850,2230,4478,86,4392,75238,4220,3652,4152,258
G3800550,2016-2020,ND,North Dakota,38,McLean County,05000US38055,9531,8546,42,612,12,21,63,470,9286,245,6926,84,133,2655,1459,1134,1461,4372,36,4336,70261,4001,3379,3758,371
G3800570,2016-2020,ND,North Dakota,38,Mercer County,05000US38057,8359,7712,56,296,26,0,247,44,8130,229,5957,7,190,1937,1383,1193,1247,3663,125,3538,82087,3285,2862,3085,378
G3800590,2016-2020,ND,North Dakota,38,Morton County,05000US38059,31118,28322,385,1120,213,43,480,1110,29958,1160,21748,40,604,7131,5174,2858,5941,13502,150,13352,72778,12544,11135,11755,958
G3800610,2016-2020,ND,North Dakota,38,Mountrail County,05000US38061,10348,6591,151,2996,54,21,262,546,9489,859,6573,43,179,2625,1457,859,1410,3570,46,3524,70412,3275,2580,3086,295
G3800630,2016-2020,ND,North Dakota,38,Nelson County,05000US38063,2864,2654,3,6,16,0,85,200,2756,108,2202,12,31,767,493,323,576,1428,23,1405,53063,1265,1064,1120,163
G3800650,2016-2020,ND,North Dakota,38,Oliver County,05000US38065,1962,1790,0,28,5,12,0,254,1889,73,1370,4,40,451,439,167,269,743,8,735,66641,662,539,591,81
G3800670,2016-2020,ND,North Dakota,38,Pembina County,05000US38067,6850,6454,28,157,50,0,2,318,6607,243,5053,24,218,1828,1154,742,1087,3169,14,3155,60910,2644,2163,2402,525
G3800690,2016-2020,ND,North Dakota,38,Pierce County,05000US38069,4061,3796,20,130,48,0,5,124,4022,39,2929,20,48,1033,676,335,817,1843,6,1837,57398,1619,1363,1438,224
G3800710,2016-2020,ND,North Dakota,38,Ramsey County,05000US38071,11521,9640,54,1108,171,0,35,1026,11162,359,7827,40,84,2623,1456,1564,2060,4903,37,4866,52688,4219,3523,3859,684
G3800730,2016-2020,ND,North Dakota,38,Ransom County,05000US38073,5258,4950,13,23,157,0,67,96,5179,79,3739,20,142,1518,785,507,767,2380,40,2340,62235,2052,1803,1889,328
G3800750,2016-2020,ND,North Dakota,38,Renville County,05000US38075,2387,2289,7,1,6,0,15,138,2254,133,1617,4,40,607,399,202,365,931,8,923,69848,876,783,846,55
G3800770,2016-2020,ND,North Dakota,38,Richland County,05000US38077,16245,14955,84,296,75,0,250,1170,15709,536,10508,48,285,3206,2453,2181,2335,6806,14,6792,60833,6210,5335,5744,596
G3800790,2016-2020,ND,North Dakota,38,Rolette County,05000US38079,14437,2646,87,11079,13,0,79,1066,14109,328,8319,10,276,2716,2304,1435,1578,4402,12,4390,46481,3492,2512,3189,910
G3800810,2016-2020,ND,North Dakota,38,Sargent County,05000US38081,3899,3645,121,20,4,0,18,182,3775,124,2870,22,34,1155,686,440,533,1897,42,1855,64564,1742,1407,1607,155
G3800830,2016-2020,ND,North Dakota,38,Sheridan County,05000US38083,1289,1263,0,26,0,0,0,0,1289,0,1023,2,81,473,222,93,152,684,3,681,54250,530,476,447,154
G3800850,2016-2020,ND,North Dakota,38,Sioux County,05000US38085,4339,567,5,3591,0,0,78,196,4126,213,2343,10,59,1059,563,313,339,1107,2,1105,41893,832,629,770,275
G3800870,2016-2020,ND,North Dakota,38,Slope County,05000US38087,788,753,19,7,0,0,0,18,787,1,579,0,14,205,89,121,150,336,0,336,65833,286,259,266,50
G3800890,2016-2020,ND,North Dakota,38,Stark County,05000US38089,31164,28015,826,530,403,81,647,1324,29448,1716,20215,96,467,7611,4712,2376,4953,12635,296,12339,69412,11411,9183,10649,1224
G3800910,2016-2020,ND,North Dakota,38,Steele County,05000US38091,1817,1746,9,0,0,0,10,104,1769,48,1292,0,8,353,353,213,365,804,4,800,77167,709,601,659,95
G3800930,2016-2020,ND,North Dakota,38,Stutsman County,05000US38093,20879,19434,339,306,116,3,129,1104,20313,566,14419,49,447,5812,3396,1237,3478,8977,67,8910,52815,8095,6627,7456,882
G3800950,2016-2020,ND,North Dakota,38,Towner County,05000US38095,2191,1997,10,162,4,0,0,36,2112,79,1584,51,31,563,411,299,229,1104,42,1062,49464,917,729,871,187
G3800970,2016-2020,ND,North Dakota,38,Traill County,05000US38097,7999,7415,89,85,25,3,154,456,7709,290,5480,29,118,1638,1213,830,1652,3394,0,3394,67604,3085,2515,2952,309
G3800990,2016-2020,ND,North Dakota,38,Walsh County,05000US38099,10642,9880,39,251,83,0,80,618,9406,1236,7515,96,388,3037,1671,1013,1310,4820,16,4804,55428,4148,3172,3919,672
G3801010,2016-2020,ND,North Dakota,38,Ward County,05000US38101,68962,59095,3270,1291,1017,186,1081,6044,64514,4448,43470,512,493,14835,9828,5176,12626,28432,275,28157,68098,26635,22626,25302,1797
G3801030,2016-2020,ND,North Dakota,38,Wells County,05000US38103,3889,3847,0,2,6,0,22,24,3797,92,2900,9,134,1093,750,269,645,1941,0,1941,56519,1688,1473,1510,253
